30		1977-06		1979-03
30		1979-03		1982-10
30		1982-10		1986-06
30		1986-06		1989-10
30		1989-10		1993-10
30		1993-06		1996-06
30		1996-03		2000-03		PP		Aznar
30		2000-03		2004-03
30		2004-03		2008-03
30		2008-03		2011-11
30		2011-11		2016-12
30		2015-12		2016-06
30		2016-06
